author,location,content,properties
"{""properties"":{""friends"":529,""verified"":false,""status_count"":55392}}","{""longitude"":-1.4496120000000003,""country"":""GB"",""latitude"":53.38322877572023}","{""body"":""@AnjolaO 🙋🏾🙋🏾🙋🏾🙋🏾""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":1116,""verified"":false,""status_count"":8071}}","{""longitude"":-5.928412999999999,""country"":""GB"",""latitude"":54.59591680133457}","{""body"":""@vinnybelfast good luck https://t.co/Mhzol2amjZ""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":818,""verified"":false,""status_count"":12598}}","{""longitude"":0.026298999999999996,""country"":""GB"",""latitude"":51.394368557245095}","{""body"":""Despite how much I'm feeling you it's not me who will beef another girl for you 🙃""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1123,""verified"":false,""status_count"":1853}}","{""longitude"":-1.8906405,""country"":""GB"",""latitude"":52.49405270288055}","{""body"":""So pleased @TheNeales have released their new song. Poppy and upbeat, so impressed guys. Pre-order is in! See you on the 9th. 💪 #IllBeThere""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":2069,""verified"":false,""status_count"":38896}}","{""longitude"":-6.81351,""country"":""GB"",""latitude"":54.675050861728614}","{""body"":""I've been surprised at some of the faces I recognised! https://t.co/FKJGSgAxUY""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":3769,""verified"":false,""status_count"":95761}}","{""longitude"":0.565823,""country"":""GB"",""latitude"":50.87180683383785}","{""body"":""BBC has a duty of care to its staff. They shouldn't make them broadcast lies and propaganda to the nation. @bbctrust""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":181,""verified"":false,""status_count"":2674}}","{""longitude"":-2.2334800000000006,""country"":""GB"",""latitude"":53.456983702037085}","{""body"":""@RealRonHoward not plugging anything , but if something intrests you. You read about it a bit more . Truth or Lies , allways intresting . .""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":668,""verified"":false,""status_count"":10911}}","{""longitude"":-4.5099035,""country"":""GB"",""latitude"":55.8298609163425}","{""body"":""@pieandbov quite right. The SFA have pissed about sweeping shit under the carpet. Cup final was the straw that broke the camels back.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":764,""verified"":false,""status_count"":4086}}","{""longitude"":0.08672349999999998,""country"":""GB"",""latitude"":52.23385599558619}","{""body"":""The \""zombies don't bite sick people\"" device is so silly. If a dodgy leg counts - what else? Poor eyesight? Back problems? Like most people??""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":5874,""verified"":false,""status_count"":1847}}","{""longitude"":-1.4707784999999998,""country"":""GB"",""latitude"":52.91556110309076}","{""body"":""You really don't need a fit bird or a hunk to live a life coz all the looks fade before dawn!""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":519,""verified"":false,""status_count"":27980}}","{""longitude"":-1.5255295,""country"":""GB"",""latitude"":54.9019149394659}","{""body"":""She is literally goals 😍😍😍😍😍😍😍 https://t.co/vxuxMqBvKm""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":193,""verified"":false,""status_count"":511}}","{""longitude"":-0.009562,""country"":""GB"",""latitude"":51.482865}","{""body"":""The beautiful #CuttySark in #Greenwich #london2016 @visitlondon https://t.co/rdVTkwwLJ6""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":245,""verified"":false,""status_count"":413}}","{""longitude"":-0.141511,""country"":""GB"",""latitude"":51.5127514}","{""body"":""Post show dinner @ sketch https://t.co/1F2rkWc5Wd""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":2157,""verified"":false,""status_count"":22356}}","{""longitude"":-0.0350195,""country"":""GB"",""latitude"":51.51483911149297}","{""body"":""@JananGanesh @lizzrobs ITK""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":714,""verified"":false,""status_count"":4389}}","{""longitude"":-3.045608,""country"":""GB"",""latitude"":56.465466}","{""body"":""Earlier today we celebrated Lilly's 90th Birthday at our weekly lunch club @salvationarmyuk  in Dundee Menzieshill. https://t.co/ppoNyEUpr1""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":1986,""verified"":false,""status_count"":53280}}","{""longitude"":-3.9271189999999994,""country"":""GB"",""latitude"":51.02295143263842}","{""body"":""luckily i have a bottle of gin to get me through""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":359,""verified"":false,""status_count"":53314}}","{""longitude"":-0.0777585,""country"":""GB"",""latitude"":51.79661280900454}","{""body"":""@MissNabillaDoma 😂😂😂""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":826,""verified"":false,""status_count"":9130}}","{""longitude"":-4.2417515,""country"":""GB"",""latitude"":55.85839558130999}","{""body"":""@glabreakingnews @BBCSport start with the conclusion and work back!!!""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":418,""verified"":false,""status_count"":13369}}","{""longitude"":-0.44236099999999995,""country"":""GB"",""latitude"":51.53707969560851}","{""body"":""Nandos>>""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":80,""verified"":false,""status_count"":16290}}","{""longitude"":-3.1798,""country"":""GB"",""latitude"":51.49704302186007}","{""body"":""So stressed out😢""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":2173,""verified"":false,""status_count"":14005}}","{""longitude"":-0.252754,""country"":""GB"",""latitude"":51.39781057661456}","{""body"":""@triggerdelete_ yeah Jimmy!, ffs!""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":411,""verified"":false,""status_count"":15141}}","{""longitude"":-0.252754,""country"":""GB"",""latitude"":51.39781057661456}","{""body"":""had such a great safari day at @portlympnepark 🦁 ty @torodeamy + @katiethompson_1 xxxx https://t.co/G3Czd6RhTB""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":11,""verified"":false,""status_count"":1029690}}","{""longitude"":-3.542993,""country"":""GB"",""latitude"":51.676323}","{""body"":""00:14 BST: Temperature: 13.7°C, Wind: WNW, 0 mph (ave), 5 mph (gust), Humidity: 77%, Rain (hourly) 0.0 mm, Pressure: 1019 hPa, falling slowl""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":395,""verified"":false,""status_count"":770}}","{""longitude"":-0.184819,""country"":""GB"",""latitude"":51.152244}","{""body"":""@shaunattwood - I'll have to wait until the morning to get #HardTime https://t.co/6xIKdy4Nod""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":183,""verified"":false,""status_count"":4351}}","{""longitude"":-2.2118700000000002,""country"":""GB"",""latitude"":52.1949280184406}","{""body"":""@Sam_Tyler93 🖕🏼""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":2345,""verified"":false,""status_count"":14393}}","{""longitude"":-3.9271189999999994,""country"":""GB"",""latitude"":51.02295143263842}","{""body"":""@jonathanliew Don't quite agree. Don't think it's brave. Think he ducked the decision he had to make.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":36,""verified"":false,""status_count"":318}}","{""longitude"":0.024996000000000004,""country"":""GB"",""latitude"":51.544829907267776}","{""body"":""@#salute GREAT braveness leader @we follow u that time migrated#@ https://t.co/oUTaVWe7A2""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":950,""verified"":false,""status_count"":2616}}","{""longitude"":0.317777,""country"":""GB"",""latitude"":51.48651958815168}","{""body"":""A Saudi wealth fund just invested $3.5bn in Uber https://t.co/PW64FAKUr1 via @CityAM""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":680,""verified"":false,""status_count"":3698}}","{""longitude"":-0.6594239999999999,""country"":""GB"",""latitude"":53.5532640595455}","{""body"":""@Massie68 It won't. #Remain will win. Goodnight and enjoy your spa, Rupa!  @PotatoesCharlie @MsAlliance""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":851,""verified"":false,""status_count"":5635}}","{""longitude"":-1.153961,""country"":""GB"",""latitude"":53.20516326587533}","{""body"":""@c0nneh nope. So not ready for that.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":115,""verified"":false,""status_count"":11220}}","{""longitude"":-0.8155039999999999,""country"":""GB"",""latitude"":51.815678261598435}","{""body"":""https://t.co/MaapTC6fbY via https://t.co/5JmG09TbXS What can anyone expect from a country that kills dolphins for profit? #taigi #Japan""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":7803,""verified"":false,""status_count"":32827}}","{""longitude"":-1.5186515,""country"":""GB"",""latitude"":52.41195046288927}","{""body"":""#Autism from heroic guru, @UtaFrith https://t.co/U6cYcpCJV6""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":501,""verified"":false,""status_count"":81259}}","{""longitude"":-0.0350195,""country"":""GB"",""latitude"":51.51483911149297}","{""body"":""@eitamarmota pega um pé de cada. BAM.""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":773,""verified"":false,""status_count"":35156}}","{""longitude"":-0.19371950000000002,""country"":""GB"",""latitude"":51.451674884083495}","{""body"":""@bekkahldn seriously why🤔""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":233,""verified"":false,""status_count"":6383}}","{""longitude"":-0.148936,""country"":""GB"",""latitude"":51.50009845259365}","{""body"":""Do one thing a day that scares you #bigpicture""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1198,""verified"":false,""status_count"":4233}}","{""longitude"":-4.2417515,""country"":""GB"",""latitude"":55.85839558130999}","{""body"":""@AnaKasparian hey Kasper. As we are only 3 weeks out is there any chance of hearing your thoughts on the EU referendum?""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1109,""verified"":false,""status_count"":67195}}","{""longitude"":-0.08816100000000003,""country"":""GB"",""latitude"":51.490020924854}","{""body"":""@NiamhMcCarrick shite!""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":230,""verified"":false,""status_count"":3214}}","{""longitude"":-1.8906405,""country"":""GB"",""latitude"":52.49405270288055}","{""body"":""م جاني النوم""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":2372,""verified"":false,""status_count"":7975}}","{""longitude"":0.21058950000000004,""country"":""GB"",""latitude"":51.560607684597755}","{""body"":""Fuck sake... When u have a video idea but it's bed time 👀👀👀""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":129,""verified"":false,""status_count"":122}}","{""longitude"":-0.25159149999999997,""country"":""GB"",""latitude"":52.08515709788065}","{""body"":""Thank you an will see you Friday xoxoxoxoxox https://t.co/w3qvaTBIvV""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":596,""verified"":false,""status_count"":37158}}","{""longitude"":-0.013758999999999997,""country"":""GB"",""latitude"":51.34677390884617}","{""body"":""😂😂😂 https://t.co/NlYtGQcHVW""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":1039,""verified"":false,""status_count"":17504}}","{""longitude"":0.07886299999999999,""country"":""GB"",""latitude"":51.58500991494593}","{""body"":""Anyway, it's late. Goodnight All, God Bless.""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":1096,""verified"":false,""status_count"":10037}}","{""longitude"":-2.7016375000000004,""country"":""GB"",""latitude"":53.77411355102777}","{""body"":""Just don't feel welcome""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":107,""verified"":false,""status_count"":2019}}","{""longitude"":-1.6453615,""country"":""GB"",""latitude"":54.9920651180037}","{""body"":""Taylor and Calvin reportedly broke up. Cant wait for the album. #lit""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":333,""verified"":false,""status_count"":1328}}","{""longitude"":-1.0669855000000004,""country"":""GB"",""latitude"":50.81887558368253}","{""body"":""Some times it takes time but you will always realise who you true friends are""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":537,""verified"":false,""status_count"":11478}}","{""longitude"":-1.4496120000000003,""country"":""GB"",""latitude"":53.38322877572023}","{""body"":""@FowlerReece @ross_sufc what next year? Your always getting involved Ross says same so just fuck off your annoying""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":705,""verified"":false,""status_count"":5471}}","{""longitude"":-2.2334800000000006,""country"":""GB"",""latitude"":53.456983702037085}","{""body"":""Jonathan Meades, the master, is back https://t.co/XK9IZT9SZQ""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":189,""verified"":false,""status_count"":1210}}","{""longitude"":-2.2294175,""country"":""GB"",""latitude"":51.853102906308365}","{""body"":""@siobhansykes_  I just died 😂😂 https://t.co/EnbCS7EuOI""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":385,""verified"":false,""status_count"":1727}}","{""longitude"":-2.4152271,""country"":""GB"",""latitude"":53.5767448}","{""body"":""NP #kokoroife @iamg_fresh . This song is such a sweet song of loneliness. Exquisite in its angst & pain. Perfection in music.""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":798,""verified"":false,""status_count"":2533}}","{""longitude"":-4.001617,""country"":""GB"",""latitude"":52.41214485808566}","{""body"":""@Osian15Davies weak af""}","{""sentiment"":-1,""platform"":""twitter""}"
